DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,NY - Bronx,14,$31278.50,$29134.14,$28173.00
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,NY - Bronx,14,$10357.78,$10388.42,$9660.71
638 - DIABETES W CC,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,NY - Bronx,38,$8742.15,$11660.55,$10982.13
291 - HEART FAILURE & SHOCK W MCC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,367,$71948.28,$18969.73,$18141.84
603 - CELLULITIS W/O MCC,330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,NY - Bronx,23,$11795.73,$12247.17,$11314.82
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,58,$90402.68,$25312.48,$24649.53
291 - HEART FAILURE & SHOCK W MCC,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,NY - Bronx,15,$15688.40,$19865.60,$19490.40
252 - OTHER VASCULAR PROCEDURES W MCC,330316,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,2475 ST RAYMOND AVENUE,BRONX,NY,10461,NY - Bronx,25,$39846.60,$23365.52,$22598.32
305 - HYPERTENSION W/O MCC,330184,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,16 GUION PLACE,NEW ROCHELLE,NY,10802,NY - Bronx,13,$10696.38,$6036.76,$4999.23
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,53,$39939.39,$10307.54,$9334.71
"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,NY - Bronx,26,$7543.34,$16000.30,$15484.00
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,NY - Bronx,115,$14963.58,$9442.13,$8828.97
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,NY - Bronx,19,$12123.31,$8872.00,$8292.78
069 - TRANSIENT ISCHEMIA,330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,NY - Bronx,17,$12407.88,$10817.70,$9959.58
811 - RED BLOOD CELL DISORDERS W MCC,330316,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,2475 ST RAYMOND AVENUE,BRONX,NY,10461,NY - Bronx,23,$23500.86,$9799.26,$9225.13
291 - HEART FAILURE & SHOCK W MCC,330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,NY - Bronx,28,$32375.60,$24110.03,$23202.67
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,NY - Bronx,11,$14755.00,$17768.45,$17262.63
101 - SEIZURES W/O MCC,330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,NY - Bronx,44,$11336.15,$11111.34,$10316.70
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,NY - Bronx,14,$11355.85,$11796.50,$10992.50
313 - CHEST PAIN,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,494,$23857.20,$6818.72,$5877.92
389 - G.I. OBSTRUCTION W CC,330184,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,16 GUION PLACE,NEW ROCHELLE,NY,10802,NY - Bronx,14,$13383.42,$9099.50,$8057.50
202 - BRONCHITIS & ASTHMA W CC/MCC,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,NY - Bronx,18,$15969.83,$12098.94,$11162.72
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,36,$81009.91,$36277.47,$35467.02
683 - RENAL FAILURE W CC,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,NY - Bronx,34,$27037.20,$14471.73,$13551.73
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,147,$52734.00,$14615.32,$13368.75
291 - HEART FAILURE & SHOCK W MCC,330184,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,16 GUION PLACE,NEW ROCHELLE,NY,10802,NY - Bronx,65,$33363.93,$15045.66,$14316.41
603 - CELLULITIS W/O MCC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,220,$37456.30,$10740.24,$9695.49
638 - DIABETES W CC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,178,$34783.52,$10476.37,$9406.84
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,NY - Bronx,11,$112856.36,$69143.90,$68383.72
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,330316,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,2475 ST RAYMOND AVENUE,BRONX,NY,10461,NY - Bronx,48,$17255.72,$6128.43,$5047.54
253 - OTHER VASCULAR PROCEDURES W CC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,88,$84384.30,$28978.59,$27898.02
305 - HYPERTENSION W/O MCC,330316,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,2475 ST RAYMOND AVENUE,BRONX,NY,10461,NY - Bronx,20,$14934.90,$4796.40,$4067.00
603 - CELLULITIS W/O MCC,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,NY - Bronx,32,$7452.50,$12195.62,$11450.90
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,11,$36080.90,$12013.27,$11095.81
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,206,$45576.48,$24843.63,$22619.17
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,330184,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,16 GUION PLACE,NEW ROCHELLE,NY,10802,NY - Bronx,73,$19637.26,$11371.15,$10132.05
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,42,$51883.95,$12164.33,$11066.40
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,330184,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,16 GUION PLACE,NEW ROCHELLE,NY,10802,NY - Bronx,16,$33333.12,$16190.00,$15490.50
305 - HYPERTENSION W/O MCC,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,NY - Bronx,24,$12131.25,$8773.91,$7976.08
"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,155,$53050.36,$14509.17,$13667.62
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,NY - Bronx,21,$21390.90,$31966.23,$31039.42
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,NY - Bronx,14,$16216.71,$29980.07,$28852.64
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,NY - Bronx,14,$21587.35,$18170.50,$17546.14
603 - CELLULITIS W/O MCC,330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,NY - Bronx,35,$16050.91,$12158.82,$11337.74
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,NY - Bronx,67,$55087.34,$27115.00,$26325.64
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,330316,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,2475 ST RAYMOND AVENUE,BRONX,NY,10461,NY - Bronx,12,$20207.58,$10006.50,$9443.16
378 - G.I. HEMORRHAGE W CC,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,NY - Bronx,22,$27451.22,$14722.45,$14149.40
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",330316,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,2475 ST RAYMOND AVENUE,BRONX,NY,10461,NY - Bronx,24,$19892.45,$5403.00,$4750.66
682 - RENAL FAILURE W MCC,330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,NY - Bronx,37,$29114.64,$23684.62,$22681.05
948 - SIGNS & SYMPTOMS W/O MCC,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,NY - Bronx,21,$7689.57,$9986.19,$9291.52
194 - SIMPLE PNEUMONIA & PLEURISY W CC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,291,$42450.50,$12853.35,$11645.16
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,100,$64156.30,$16051.40,$14426.40
885 - PSYCHOSES,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,12,$45911.75,$11870.00,$11123.33
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,330316,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,2475 ST RAYMOND AVENUE,BRONX,NY,10461,NY - Bronx,11,$56431.00,$20276.00,$19461.45
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,NY - Bronx,41,$13040.85,$10245.92,$9397.09
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,NY - Bronx,13,$18593.61,$28959.69,$27924.61
811 - RED BLOOD CELL DISORDERS W MCC,330184,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,16 GUION PLACE,NEW ROCHELLE,NY,10802,NY - Bronx,17,$17358.94,$12100.05,$11457.88
101 - SEIZURES W/O MCC,330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,NY - Bronx,34,$17001.14,$10914.88,$9735.64
291 - HEART FAILURE & SHOCK W MCC,330316,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,2475 ST RAYMOND AVENUE,BRONX,NY,10461,NY - Bronx,62,$29457.69,$11708.95,$10909.80
603 - CELLULITIS W/O MCC,330184,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,16 GUION PLACE,NEW ROCHELLE,NY,10802,NY - Bronx,71,$14979.49,$8474.33,$7112.80
812 - RED BLOOD CELL DISORDERS W/O MCC,330316,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,2475 ST RAYMOND AVENUE,BRONX,NY,10461,NY - Bronx,46,$15168.04,$6292.43,$5346.58
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330316,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,2475 ST RAYMOND AVENUE,BRONX,NY,10461,NY - Bronx,21,$22106.85,$7759.09,$7275.47
313 - CHEST PAIN,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,NY - Bronx,47,$10805.12,$7759.08,$6924.95
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330385,NORTH CENTRAL BRONX HOSPITAL,3424 KOSSUTH AVENUE & 210TH STREET,BRONX,NY,10467,NY - Bronx,28,$26724.17,$23144.35,$22423.50
101 - SEIZURES W/O MCC,330385,NORTH CENTRAL BRONX HOSPITAL,3424 KOSSUTH AVENUE & 210TH STREET,BRONX,NY,10467,NY - Bronx,14,$14319.85,$10017.28,$9030.21
253 - OTHER VASCULAR PROCEDURES W CC,330316,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,2475 ST RAYMOND AVENUE,BRONX,NY,10461,NY - Bronx,25,$37483.12,$19210.24,$17156.20
291 - HEART FAILURE & SHOCK W MCC,330385,NORTH CENTRAL BRONX HOSPITAL,3424 KOSSUTH AVENUE & 210TH STREET,BRONX,NY,10467,NY - Bronx,13,$42957.15,$20958.53,$19750.53
203 - BRONCHITIS & ASTHMA W/O CC/MCC,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,NY - Bronx,16,$12455.37,$8429.81,$7369.81
682 - RENAL FAILURE W MCC,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,NY - Bronx,36,$12098.55,$22243.44,$21478.38
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,330184,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,16 GUION PLACE,NEW ROCHELLE,NY,10802,NY - Bronx,30,$20469.90,$11909.43,$11273.30
377 - G.I. HEMORRHAGE W MCC,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,NY - Bronx,18,$34043.11,$24142.00,$23703.55
683 - RENAL FAILURE W CC,330316,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,2475 ST RAYMOND AVENUE,BRONX,NY,10461,NY - Bronx,25,$22719.28,$8255.04,$6697.44
291 - HEART FAILURE & SHOCK W MCC,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,NY - Bronx,25,$28795.88,$20628.60,$19911.16
149 - DYSEQUILIBRIUM,330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,NY - Bronx,21,$11090.61,$9074.38,$8053.23
202 - BRONCHITIS & ASTHMA W CC/MCC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,101,$30969.07,$10511.64,$9609.23
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,330184,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,16 GUION PLACE,NEW ROCHELLE,NY,10802,NY - Bronx,33,$34286.78,$19000.45,$18131.54
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,330316,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,2475 ST RAYMOND AVENUE,BRONX,NY,10461,NY - Bronx,39,$20761.74,$7523.17,$6859.69
292 - HEART FAILURE & SHOCK W CC,330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,NY - Bronx,36,$16396.86,$15234.58,$14466.33
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,34,$51397.26,$19694.05,$17259.82
536 - FRACTURES OF HIP & PELVIS W/O MCC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,31,$29644.77,$8942.48,$7977.90
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,330184,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,16 GUION PLACE,NEW ROCHELLE,NY,10802,NY - Bronx,12,$14535.16,$8487.33,$7740.66
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,330184,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,16 GUION PLACE,NEW ROCHELLE,NY,10802,NY - Bronx,117,$42576.61,$19924.71,$18136.96
069 - TRANSIENT ISCHEMIA,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,87,$34243.05,$9155.42,$8265.35
377 - G.I. HEMORRHAGE W MCC,330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,NY - Bronx,17,$20355.11,$25285.47,$24760.29
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,54,$184429.24,$61559.62,$60382.92
252 - OTHER VASCULAR PROCEDURES W MCC,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,NY - Bronx,11,$43369.45,$41437.72,$40880.45
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,330184,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,16 GUION PLACE,NEW ROCHELLE,NY,10802,NY - Bronx,46,$17278.97,$7797.69,$6897.69
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,NY - Bronx,24,$30929.91,$14732.50,$13818.08
378 - G.I. HEMORRHAGE W CC,330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,NY - Bronx,23,$15159.08,$14819.52,$13987.00
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,NY - Bronx,55,$14461.21,$17080.70,$16493.72
292 - HEART FAILURE & SHOCK W CC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,421,$51236.33,$13096.01,$12319.67
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,330316,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,2475 ST RAYMOND AVENUE,BRONX,NY,10461,NY - Bronx,18,$25624.72,$9634.33,$8822.11
069 - TRANSIENT ISCHEMIA,330316,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,2475 ST RAYMOND AVENUE,BRONX,NY,10461,NY - Bronx,56,$15563.66,$5741.51,$4612.92
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,NY - Bronx,29,$37431.06,$68510.65,$67512.96
292 - HEART FAILURE & SHOCK W CC,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,NY - Bronx,39,$10831.87,$14098.53,$13551.15
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,NY - Bronx,18,$25257.88,$16689.94,$16190.38
682 - RENAL FAILURE W MCC,330316,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,2475 ST RAYMOND AVENUE,BRONX,NY,10461,NY - Bronx,22,$31769.13,$12821.09,$12079.36
638 - DIABETES W CC,330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,NY - Bronx,34,$11753.47,$11984.52,$11291.94
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,NY - Bronx,18,$18900.33,$22488.66,$21566.38
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,NY - Bronx,13,$37394.38,$18130.61,$17446.30
603 - CELLULITIS W/O MCC,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,NY - Bronx,35,$20757.05,$12185.31,$11350.80
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330184,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,16 GUION PLACE,NEW ROCHELLE,NY,10802,NY - Bronx,28,$15809.57,$9239.71,$8476.14
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,66,$88294.83,$27470.50,$26775.89
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,NY - Bronx,13,$11204.46,$12139.61,$11445.46
292 - HEART FAILURE & SHOCK W CC,330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,NY - Bronx,51,$19240.27,$15050.11,$14411.45
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,NY - Bronx,11,$26778.36,$16055.18,$15443.54
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,12,$79074.33,$21532.25,$18929.83
603 - CELLULITIS W/O MCC,330316,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,2475 ST RAYMOND AVENUE,BRONX,NY,10461,NY - Bronx,58,$16504.60,$6694.29,$5349.96
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,106,$94160.35,$23960.66,$22268.07
"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,NY - Bronx,45,$27227.37,$15273.75,$14516.42
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,NY - Bronx,25,$27260.12,$26812.28,$26014.96
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,NY - Bronx,28,$18141.78,$13745.46,$12903.32
536 - FRACTURES OF HIP & PELVIS W/O MCC,330184,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,16 GUION PLACE,NEW ROCHELLE,NY,10802,NY - Bronx,13,$11643.23,$6663.23,$5630.61
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,NY - Bronx,18,$62100.05,$26741.22,$26180.55
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,178,$49948.62,$11132.38,$9834.17
682 - RENAL FAILURE W MCC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,184,$65359.88,$20632.71,$19537.19
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,NY - Bronx,83,$9823.81,$10404.75,$9498.30
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,NY - Bronx,16,$8432.50,$12055.31,$11424.56
292 - HEART FAILURE & SHOCK W CC,330184,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,16 GUION PLACE,NEW ROCHELLE,NY,10802,NY - Bronx,60,$15940.35,$9877.08,$9060.05
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,NY - Bronx,21,$19877.28,$32907.61,$32167.95
194 - SIMPLE PNEUMONIA & PLEURISY W CC,330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,NY - Bronx,27,$11841.51,$14566.22,$13861.77
202 - BRONCHITIS & ASTHMA W CC/MCC,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,NY - Bronx,24,$5705.66,$12175.20,$11285.70
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,54,$69692.50,$30884.37,$30072.74
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,NY - Bronx,37,$10435.83,$10538.54,$9766.59
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,NY - Bronx,57,$13579.52,$10944.87,$10101.01
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,NY - Bronx,26,$18970.07,$12336.65,$11267.69
379 - G.I. HEMORRHAGE W/O CC/MCC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,69,$28436.76,$8879.94,$7951.49
